"﻿""timestamp""",session,method,split,macro_f1,accuracy,balanced_accuracy,weighted_f1,macro_roc_auc,ece,escalation_sens,missed_serious,p_value_vs_baseline,notes
2026-09-04T14:35:14+00:00,session6_hier_oof,conformal_hier_aps_marginal_a05,val,,,,,,,,,,coverage=0.9497; serious_coverage=0.9058; under40_escalating_coverage=0.7273; mean_set_size=1.473; frr=0.0812; frr_n=25/308; frr_primary=clopper_pearson; n_cal=3468
2026-09-04T14:35:15+00:00,session6_hier_oof,conformal_hier_aps_class_conditional_a05,val,,,,,,,,,,coverage=0.9458; serious_coverage=0.9545; under40_escalating_coverage=0.9545; mean_set_size=2.258; frr=0.0357; frr_n=11/308; frr_primary=clopper_pearson; n_cal=3468
2026-09-04T14:35:15+00:00,session6_hier_oof,conformal_hier_aps_bipartite_a05,val,,,,,,,,,,coverage=0.9478; serious_coverage=0.9545; under40_escalating_coverage=0.9545; mean_set_size=1.757; frr=0.0325; frr_n=10/308; frr_primary=clopper_pearson; n_cal=3468
2026-09-04T14:35:15+00:00,session6_hier_oof,conformal_hier_raps_marginal_a05,val,,,,,,,,,,"coverage=0.9478; serious_coverage=0.8734; under40_escalating_coverage=0.7273; mean_set_size=1.359; frr=0.1071; frr_n=33/308; frr_primary=grouped_bootstrap; n_cal=3468; k_reg=1, lambda=0.05"
2026-09-04T14:35:15+00:00,session6_hier_oof,conformal_hier_raps_class_conditional_a05,val,,,,,,,,,,"coverage=0.9491; serious_coverage=0.9513; under40_escalating_coverage=0.9545; mean_set_size=2.355; frr=0.0325; frr_n=10/308; frr_primary=clopper_pearson; n_cal=3468; k_reg=1, lambda=0.05"
2026-09-04T14:35:15+00:00,session6_hier_oof,conformal_hier_raps_bipartite_a05,val,,,,,,,,,,"coverage=0.9550; serious_coverage=0.9708; under40_escalating_coverage=0.9545; mean_set_size=1.851; frr=0.0097; frr_n=3/308; frr_primary=clopper_pearson; n_cal=3468; k_reg=1, lambda=0.05"
2026-09-04T15:01:13+00:00,session7_stats_oof,session7_age_sensitivity_under40,oof,,,,,,,0.546875,29,,"35/64, 95% CI [0.382, 0.716] by grouped_bootstrap"
2026-09-04T15:01:13+00:00,session7_stats_oof,session7_age_sensitivity_40-59,oof,,,,,,,0.6120906801007556,154,,"243/397, 95% CI [0.547, 0.674] by grouped_bootstrap"
2026-09-04T15:01:13+00:00,session7_stats_oof,session7_age_sensitivity_60+,oof,,,,,,,0.7334826427771557,238,,"655/893, 95% CI [0.697, 0.768] by grouped_bootstrap"
2026-09-04T15:01:13+00:00,session7_stats_oof,session7_age_sensitivity_unknown,oof,,,,,,,1.0,0,,"2/2, 95% CI [0.158, 1.000] by clopper_pearson"
2026-09-04T15:01:13+00:00,session7_stats_oof,session7_age_sensitivity_ALL,oof,,,,,,,0.68952802359882,421,,"935/1356, 95% CI [0.657, 0.721] by grouped_bootstrap"
2026-09-04T15:01:13+00:00,session7_stats_oof,session7_band_calibration_40-59,oof,,0.9039203084832905,,,,0.026036152690649066,,,,"dirichlet, mean confidence 0.9084, signed gap +0.0045, n=3112"
